Dec,23.68055556
Nov,21.45833333
Oct,30.97222222
Sep,30.69444444
Aug,34.44444444
Jul,37.98611111
Jun,31.11111111
May,31.52777778
Apr,22.56944444
Mar,22.77777778
Feb,19.79166667
Jan,20.27777778
